Mod:Item:MetaData, Localized Name
evilcraft:dark_ore:0, Dark Ore
evilcraft:dark_block, Dark Block
evilcraft:blood_stained_block, Blood Stained Block
evilcraft:lightning_bomb:0, Lightning Bomb
evilcraft:blood_infuser, Blood Infuser
evilcraft:bloody_cobblestone, Bloody Cobblestone
evilcraft:nether_monster_block:0, Nether Monster Egg
evilcraft:nether_monster_block:1, Nether Monster Egg
evilcraft:nether_monster_block:2, Nether Monster Egg
evilcraft:hardened_blood, Hardened Blood
evilcraft:obscured_glass, Obscured Glass
evilcraft:blood_chest, Blood Chest
evilcraft:environmental_accumulator, Environmental Accumulator
evilcraft:undead_leaves:0, Undead Leaves
evilcraft:undead_log:0, Undead Log
evilcraft:undead_sapling:0, Undead Sapling
evilcraft:undead_plank, Undead Plank
evilcraft:block_poison:0, Poison
evilcraft:invisible_redstone_block, Invisible Redstone Block
evilcraft:purifier:0, Purifier
evilcraft:dark_brick, Dark Brick
evilcraft:dark_blood_brick:0, Dark Blood Brick
evilcraft:spirit_furnace, Spirit Furnace
evilcraft:dark_tank, Dark Tank
evilcraft:sanguinary_pedestal:0, Sanguinary Pedestal
evilcraft:sanguinary_pedestal:1, Sanguinary Pedestal
evilcraft:spiked_plate:0, Spiked Plate
evilcraft:spirit_reanimator, Spirit Reanimator
evilcraft:entangled_chalice, Entangled Chalice
evilcraft:dark_power_gem_block, Dark Power Gem Block
evilcraft:gem_stone_torch:0, Gemstone Torch
evilcraft:eternal_water_block, Eternal Water Block
evilcraft:blood_waxed_coal_block, Block of Blood-Waxed Coal
evilcraft:spirit_portal, Spirit Portal
evilcraft:colossal_blood_chest, Colossal Blood Chest
evilcraft:reinforced_undead_plank:0, Reinforced Undead Plank
evilcraft:sanguinary_environmental_accumulator:0, Sanguinary Environmental Acc.
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:display_stand:0, Display Stand
evilcraft:undead_plank_stairs:0, Undead Plank Stairs
evilcraft:reinforced_undead_plank_stairs:0, Reinforced Undead Plank Stairs
evilcraft:dark_brick_stairs:0, Dark Brick Stairs
evilcraft:dark_blood_brick_stairs:0, Dark Blood Brick Stairs
evilcraft:werewolf_bone, Werewolf Bone
evilcraft:werewolf_flesh:0, Werewolf Flesh
evilcraft:werewolf_flesh:1, Humanoid Flesh
evilcraft:lightning_grenade, Lightning Grenade
evilcraft:redstone_grenade, Redstone Grenade
evilcraft:blood_extractor, Blood Extractor
evilcraft:dark_gem, Dark Gem
evilcraft:dark_stick, Dark Stick
evilcraft:weather_container:0, Weather Container
evilcraft:weather_container:1, Weather Container
evilcraft:weather_container:2, Weather Container
evilcraft:weather_container:3, Weather Container
evilcraft:blood_pearl_of_teleportation, Blood Pearl of Teleportation
evilcraft:broom, Broom
evilcraft:hardened_blood_shard, Hardened Blood Shard
evilcraft:dark_power_gem, Dark Power Gem
evilcraft:blood_infusion_core, Blood Infusion Core
evilcraft:poison_sac, Poison Sac
evilcraft:werewolf_fur, Werewolf Fur
evilcraft:blook, Blook
evilcraft:potentia_sphere, Potentia Sphere
evilcraft:inverted_potentia:0, Inverted Potentia
evilcraft:inverted_potentia:1, Inverted Potentia
evilcraft:mace_of_distortion, Mace of Distortion
evilcraft:kineticator:0, Kineticator
evilcraft:kineticator:0, Kineticator
evilcraft:kineticator:1, Repelling Kineticator
evilcraft:kineticator:1, Repelling Kineticator
evilcraft:vengeance_ring, Vengeance Ring
evilcraft:vengeance_focus:0, Vengeance Focus
evilcraft:vengeance_pickaxe, Vengeance Pickaxe
evilcraft:burning_gem_stone, Burning Gem_stone
evilcraft:dark_gem_crushed, Crushed Dark Gem
evilcraft:vein_sword, Vein Sword
evilcraft:creative_blood_drop, Creative Blood Drop
evilcraft:dark_spike, Spike
evilcraft:exalted_crafter:0, Exalted Crafter
evilcraft:exalted_crafter:1, Wooden Exalted Crafter
evilcraft:exalted_crafter:2, Exalted Crafter
evilcraft:exalted_crafter:3, Wooden Exalted Crafter
evilcraft:necromancer_staff, Necromancer Staff
evilcraft:invigorating_pendant, Invigorating Pendant
evilcraft:corrupted_tear, Corrupted Tear
evilcraft:promise:0, Promise of Tenacity I
evilcraft:promise:1, Promise of Tenacity II
evilcraft:promise:2, Promise of Tenacity III
evilcraft:promise:3, Promise of Velocity
evilcraft:promise:4, Promise of Productivity
evilcraft:promise_acceptor:0, Iron Promise Acceptor
evilcraft:promise_acceptor:1, Gold Promise Acceptor
evilcraft:promise_acceptor:2, Diamond Promise Acceptor
evilcraft:bowl_of_promises:0, Filled Bowl of Empty Promises
evilcraft:bowl_of_promises:1, Bowl of Empty Promises
evilcraft:bowl_of_promises:2, Bowl of Promises
evilcraft:bowl_of_promises:3, Bowl of Promises
evilcraft:bowl_of_promises:4, Bowl of Promises
evilcraft:bowl_of_promises:5, Bowl of Promises
evilcraft:dull_dust, Dull Dust
evilcraft:blood_waxed_coal, Blood-Waxed Coal
evilcraft:ender_tear, Ender Tear
evilcraft:blood_potash, Blood Potash
evilcraft:bucket_eternal_water, Eternal Water Bucket
evilcraft:blood_orb:0, Empty Orb
evilcraft:blood_orb:1, Blood Orb
evilcraft:sceptre_of_thunder, Sceptre of Thunder
evilcraft:origins_of_darkness, Origins of Darkness
evilcraft:darkened_apple, Darkened Apple
evilcraft:effortless_ring, Effortless Ring
evilcraft:condensed_blood, Condensed Blood
evilcraft:rejuvenated_flesh, Rejuvenated Flesh
evilcraft:primed_pendant, Primed Pendant
evilcraft:golden_string, Golden String
evilcraft:biome_extract:0, Biome Extract Bottle
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:biome_extract:1, Biome Extract
evilcraft:environmental_accumulation_core, Environmental Accumulation Core
evilcraft:mace_of_destruction, Mace of Destruction
evilcraft:garmonbozia, Garmonbozia
evilcraft:poison_bottle, Poison Bottle
evilcraft:broom_part:0, Bare Rod
evilcraft:broom_part:0, Wooden Rod
evilcraft:broom_part:0, Stone Rod
evilcraft:broom_part:0, Bone Rod
evilcraft:broom_part:0, Blaze Rod
evilcraft:broom_part:0, Reed Rod
evilcraft:broom_part:0, Netherrack Rod
evilcraft:broom_part:0, Obsidian Rod
evilcraft:broom_part:0, Undead Rod
evilcraft:broom_part:0, Prismarine Rod
evilcraft:broom_part:0, Ice Rod
evilcraft:broom_part:0, Sponge Rod
evilcraft:broom_part:0, End Stone Rod
evilcraft:broom_part:0, Purpur Rod
evilcraft:broom_part:0, Bare Brush
evilcraft:broom_part:0, Wheat Brush
evilcraft:broom_part:0, Wool Brush
evilcraft:broom_part:0, Feather Brush
evilcraft:broom_part:0, Twig Brush
evilcraft:broom_part:0, Leaves Brush
evilcraft:broom_part:0, Bare Cap
evilcraft:broom_part:0, Dark Gem Cap
evilcraft:broom_part:0, Diamond Gem Cap
evilcraft:broom_part:0, Emerald Gem Cap
evilcraft:broom_part:0, Quartz Gem Cap
evilcraft:broom_part:0, Dark Power Gem Cap
evilcraft:broom_part:0, Skeleton Skull Cap
evilcraft:broom_part:0, Wither Skeleton Skull Cap
evilcraft:broom_part:0, Zombie Skull Cap
evilcraft:broom_part:0, Player Skull Cap
evilcraft:broom_part:0, Creeper Skull Cap
evilcraft:broom_part:0, Wither Skull Cap
evilcraft:broom_part:0, Iron Metal Cap
evilcraft:broom_part:0, Gold Metal Cap
evilcraft:broom_part:0, Thaumium Metal Cap
evilcraft:broom_part:0, Copper Metal Cap
evilcraft:broom_part:0, Silver Metal Cap
evilcraft:broom_part:0, Ardite Metal Cap
evilcraft:broom_part:0, Cobalt Metal Cap
evilcraft:broom_part:0, Manyullyn Metal Cap
evilcraft:broom_part:0, Slime Cap
evilcraft:vengeance_essence:0, Vengeance Essence
evilcraft:vengeance_essence:1, Materialized Vengeance Essence
evilcraft:piercing_vengeance_focus:0, Piercing Vengeance Focus
evilcraft:spikey_claws, Spikey Claws
evilcraft:spectral_glasses, Spectral Glasses
evilcraft:box_of_eternal_closure:0, Box of Eternal Closure
evilcraft:box_of_eternal_closure:0, Box of Eternal Closure
evilcraft:bound_blood_drop, Bound Blood Drop
evilcraft:veined_scribing_tools, Veined Scribing Tools
extrarails:locking_rail, Locking Rail
extrarails:direction_rail, Direction Rail
extrarails:teleporting_rail, Teleporting Rail
extrarails:comparator_rail, Comparator Rail
extrarails:wooden_rail, Wooden Rail
zerocore:debugtool, Debug Tool
bigreactors:ingotmetals:0, Yellorium Ingot
bigreactors:ingotmetals:1, Cyanite Ingot
bigreactors:ingotmetals:2, Graphite Bar
bigreactors:ingotmetals:3, Blutonium Ingot
bigreactors:ingotmetals:4, Ludicrite Ingot
bigreactors:ingotmetals:5, Steel Ingot
bigreactors:dustmetals:0, Yellorium Dust
bigreactors:dustmetals:1, Cyanite Dust
bigreactors:dustmetals:2, Graphite Dust
bigreactors:dustmetals:3, Blutonium Dust
bigreactors:dustmetals:4, Ludicrite Dust
bigreactors:dustmetals:5, Steel Dust
